"JURISDICTION","YEAR","POPULATION","MURDER","RAPE","ROBBERY","AGG. ASSAULT","B & E","LARCENY THEFT","M/V THEFT","GRAND TOTAL","PERCENT CHANGE","VIOLENT CRIME TOTAL","VIOLENT CRIME PERCENT","VIOLENT CRIME PERCENT CHANGE","PROPERTY CRIME TOTALS","PROPERTY CRIME PERCENT","PROPERTY CRIME PERCENT CHANGE","OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
"Charles County","1998","116,001","4","35","136","454","761","3,486","377","5,253","6%","629","12%","-12.3%","4,624","88%","9.1%","4,528.4","1.6%","542.2","-15.9%","3,986.2","4.6%","3.4","30.2","117.2","391.4","656","3,005.1","325","-4.1%","-14%","-3.4%","-19.2%","-4%","7.6%","-3.1%"
"Charles County","1999","118,809","2","30","124","544","642","2,781","272","4,395","-16.3%","700","15.9%","11.3%","3,695","84.1%","-20.1%","3,699.2","-18.3%","589.2","8.7%","3,110","-22%","1.7","25.3","104.4","457.9","540.4","2,340.7","228.9","-51.2%","-16.3%","-11%","17%","-17.6%","-22.1%","-29.6%"
"Charles County","2000","120,546","4","27","130","532","635","2,801","365","4,494","2.3%","693","15.4%","-1%","3,801","84.6%","2.9%","3,728","0.8%","574.9","-2.4%","3,153.2","1.4%","3.3","22.4","107.8","441.3","526.8","2,323.6","302.8","97.1%","-11.3%","3.3%","-3.6%","-2.5%","-0.7%","32.3%"
"Charles County","2001","122,336","9","39","135","592","670","2,848","392","4,685","4.3%","775","16.5%","11.8%","3,910","83.5%","2.9%","3,829.6","2.7%","633.5","10.2%","3,196.1","1.4%","7.4","31.9","110.4","483.9","547.7","2,328","320.4","121.7%","42.3%","2.3%","9.6%","4%","0.2%","5.8%"
"Charles County","2002","124,225","6","41","186","642","698","2,906","464","4,943","5.5%","875","17.7%","12.9%","4,068","82.3%","4%","3,979.1","3.9%","704.4","11.2%","3,274.7","2.5%","4.8","33","149.7","516.8","561.9","2,339.3","373.5","-34.3%","3.5%","35.7%","6.8%","2.6%","0.5%","16.6%"
"Charles County","2003","130,240","4","38","152","579","709","3,036","585","5,103","3.2%","773","15.1%","-11.7%","4,330","84.9%","6.4%","3,918.2","-1.5%","593.5","-15.7%","3,324.6","1.5%","3.1","29.2","116.7","444.6","544.4","2,331.1","449.2","-36.4%","-11.6%","-22.1%","-14%","-3.1%","-0.4%","20.3%"
"Charles County","2004","134,236","5","32","159","540","778","2,903","524","4,941","-3.2%","736","14.9%","-4.8%","4,205","85.1%","-2.9%","3,680.8","-6.1%","548.3","-7.6%","3,132.5","-5.8%","3.7","23.8","118.4","402.3","579.6","2,162.6","390.4","21.3%","-18.3%","1.5%","-9.5%","6.5%","-7.2%","-13.1%"
"Charles County","2005","136,841","4","35","195","525","654","2,989","627","5,029","1.8%","759","15.1%","3.1%","4,270","84.9%","1.5%","3,675.1","-0.2%","554.7","1.2%","3,120.4","-0.4%","2.9","25.6","142.5","383.7","477.9","2,184.3","458.2","-21.5%","7.3%","20.3%","-4.6%","-17.5%","1%","17.4%"
"Charles County","2006","139,202","4","24","202","499","714","3,117","435","4,995","-0.7%","729","14.6%","-4%","4,266","85.4%","-0.1%","3,588.3","-2.4%","523.7","-5.6%","3,064.6","-1.8%","2.9","17.2","145.1","358.5","512.9","2,239.2","312.5","-1.7%","-32.6%","1.8%","-6.6%","7.3%","2.5%","-31.8%"
"Charles County","2007","142,320","4","33","198","611","756","3,049","438","5,089","1.9%","846","16.6%","16%","4,243","83.4%","-0.5%","3,575.7","-0.4%","594.4","13.5%","2,981.3","-2.7%","2.8","23.2","139.1","429.3","531.2","2,142.4","307.8","-2.2%","34.5%","-4.1%","19.8%","3.6%","-4.3%","-1.5%"
"Charles County","2008","142,039","10","26","187","571","753","3,171","387","5,105","0.3%","794","15.6%","-6.1%","4,311","84.4%","1.6%","3,594.1","0.5%","559","-6%","3,035.1","1.8%","7","18.3","131.7","402","530.1","2,232.5","272.5","150.5%","-21.1%","-5.4%","-6.4%","-0.2%","4.2%","-11.5%"
"Charles County","2009","143,833","7","35","185","474","598","2,862","272","4,433","-13.2%","701","15.8%","-11.7%","3,732","84.2%","-13.4%","3,082","-14.2%","487.4","-12.8%","2,594.7","-14.5%","4.9","24.3","128.6","329.5","415.8","1,989.8","189.1","-30.9%","32.9%","-2.3%","-18%","-21.6%","-10.9%","-30.6%"
"Charles County","2010","145,349","2","35","171","505","707","2,715","290","4,425","-0.2%","713","16.1%","1.7%","3,712","83.9%","-0.5%","3,044.4","-1.2%","490.5","0.7%","2,553.9","-1.6%","1.4","24.1","117.6","347.4","486.4","1,867.9","199.5","-71.7%","-1%","-8.5%","5.4%","17%","-6.1%","5.5%"
"Charles County","2011","147,940","3","26","176","383","767","2,731","280","4,366","-1.3%","588","13.5%","-17.5%","3,778","86.5%","1.8%","2,951.2","-3.1%","397.5","-19%","2,553.7","0%","2","17.6","119","258.9","518.5","1,846","189.3","47.4%","-27%","1.1%","-25.5%","6.6%","-1.2%","-5.1%"
"Charles County","2012","150,570","6","32","154","383","614","2,543","186","3,918","-10.3%","575","14.7%","-2.2%","3,343","85.3%","-11.5%","2,602.1","-11.8%","381.9","-3.9%","2,220.2","-13.1%","4","21.3","102.3","254.4","407.8","1,688.9","123.5","96.5%","20.9%","-14%","-1.7%","-21.3%","-8.5%","-34.7%"
"Charles County","2013","152,067","3","24","147","414","704","2,631","192","4,115","5%","588","14.3%","2.3%","3,527","85.7%","5.5%","2,706","4%","386.7","1.3%","2,319.4","4.5%","2","15.8","96.7","272.2","463","1,730.2","126.3","-50.5%","-25.7%","-5.5%","7%","13.5%","2.4%","2.2%"
"Charles County","2014","154,633","2","23","148","373","507","2,387","157","3,597","-12.6%","546","15.2%","-7.1%","3,051","84.8%","-13.5%","2,326.2","-14%","353.1","-8.7%","1,973.1","-14.9%","1.3","14.9","95.7","241.2","327.9","1,543.7","101.5","-34.4%","-5.8%","-1%","-11.4%","-29.2%","-10.8%","-19.6%"
"Charles County","2015","156,234","3","23","120","435","539","2,200","207","3,527","-1.9%","581","16.5%","6.4%","2,946","83.5%","-3.4%","2,257.5","-3%","371.9","5.3%","1,885.6","-4.4%","1.9","14.7","76.8","278.4","345","1,408.1","132.5","48.5%","-1%","-19.7%","15.4%","5.2%","-8.8%","30.5%"
"Charles County","2016","157,065","6","38","139","381","396","2,018","167","3,145","-10.8%","564","17.9%","-2.9%","2,581","82.1%","-12.4%","2,002.4","-11.3%","359.1","-3.4%","1,643.3","-12.9%","3.8","24.2","88.5","242.6","252.1","1,284.8","106.3","98.9%","64.3%","15.2%","-12.9%","-26.9%","-8.8%","-19.8%"
"Charles County","2017","159,441","8","39","126","367","408","2,090","182","3,220","2.4%","540","16.8%","-4.3%","2,680","83.2%","3.8%","2,019.6","0.9%","338.7","-5.7%","1,680.9","2.3%","5","24.5","79","230.2","255.9","1,310.8","114.1","31.3%","1.1%","-10.7%","-5.1%","1.5%","2%","7.4%"
"Charles County","2018","160,284","11","48","121","471","244","2,090","173","3,158","-1.9%","651","20.6%","20.6%","2,507","79.4%","-6.5%","1,970.3","-2.4%","406.2","19.9%","1,564.1","-6.9%","6.9","29.9","75.5","293.9","152.2","1,303.9","107.9","36.8%","22.4%","-4.5%","27.7%","-40.5%","-0.5%","-5.4%"
"Charles County","2019","162,578","5","64","127","393","304","2,067","162","3,122","-1.1%","589","18.9%","-9.5%","2,533","81.1%","1%","1,920.3","-2.5%","362.3","-10.8%","1,558","-0.4%","3.1","39.4","78.1","241.7","187","1,271.4","99.6","-55.2%","31.5%","3.5%","-17.7%","22.8%","-2.5%","-7.7%"
"Charles County","2020","164,609","16","47","96","381","257","1,669","203","2,669","-14.5%","540","20.2%","-8.3%","2,129","79.8%","-15.9%","1,621.4","-15.6%","328.1","-9.5%","1,293.4","-17%","9.7","28.6","58.3","231.5","156.1","1,013.9","123.3","216.1%","-27.5%","-25.3%","-4.2%","-16.5%","-20.3%","23.8%"
"Dorchester County","1975","28,900","3","5","41","252","314","734","20","1,369",,"301","22%",,"1,068","78%",,"4,737",,"1,041.5",,"3,695.5",,"10.4","17.3","141.9","872","1,086.5","2,539.8","69.2",,,,,,,
"Dorchester County","1976","29,929","4","3","27","215","301","757","25","1,332","-2.7%","249","18.7%","-17.3%","1,083","81.3%","1.4%","4,450.5","-6%","832","-20.1%","3,618.6","-2.1%","13.4","10","90.2","718.4","1,005.7","2,529.3","83.5","28.7%","-42.1%","-36.4%","-17.6%","-7.4%","-0.4%","20.7%"
"Dorchester County","1977","29,991","1","6","8","163","280","738","27","1,223","-8.2%","178","14.6%","-28.5%","1,045","85.4%","-3.5%","4,077.9","-8.4%","593.5","-28.7%","3,484.4","-3.7%","3.3","20","26.7","543.5","933.6","2,460.7","90","-75.1%","99.6%","-70.4%","-24.3%","-7.2%","-2.7%","7.8%"
"Dorchester County","1978","30,124","1","3","21","159","272","640","37","1,133","-7.4%","184","16.2%","3.4%","949","83.8%","-9.2%","3,761.1","-7.8%","610.8","2.9%","3,150.3","-9.6%","3.3","10","69.7","527.8","902.9","2,124.6","122.8","-0.4%","-50.2%","161.3%","-2.9%","-3.3%","-13.7%","36.4%"
"Dorchester County","1979","30,647","5","9","18","113","311","807","42","1,305","15.2%","145","11.1%","-21.2%","1,160","88.9%","22.2%","4,258.2","13.2%","473.1","-22.5%","3,785","20.1%","16.3","29.4","58.7","368.7","1,014.8","2,633.2","137","391.5%","194.9%","-15.7%","-30.1%","12.4%","23.9%","11.6%"
"Dorchester County","1980","30,549","6","6","15","142","347","842","53","1,411","8.1%","169","12%","16.6%","1,242","88%","7.1%","4,618.8","8.5%","553.2","16.9%","4,065.6","7.4%","19.6","19.6","49.1","464.8","1,135.9","2,756.2","173.5","20.4%","-33.1%","-16.4%","26.1%","11.9%","4.7%","26.6%"
"Dorchester County","1981","31,050","3","4","10","137","335","978","50","1,517","7.5%","154","10.2%","-8.9%","1,363","89.8%","9.7%","4,885.7","5.8%","496","-10.3%","4,389.7","8%","9.7","12.9","32.2","441.2","1,078.9","3,149.8","161","-50.8%","-34.4%","-34.4%","-5.1%","-5%","14.3%","-7.2%"
"Dorchester County","1982","31,079","3","4","22","135","366","914","46","1,490","-1.8%","164","11%","6.5%","1,326","89%","-2.7%","4,794.2","-1.9%","527.7","6.4%","4,266.5","-2.8%","9.7","12.9","70.8","434.4","1,177.6","2,940.9","148","-0.1%","-0.1%","119.8%","-1.6%","9.2%","-6.6%","-8.1%"
"Dorchester County","1983","31,361","2","7","19","126","265","739","29","1,187","-20.3%","154","13%","-6.1%","1,033","87%","-22.1%","3,785","-21.1%","491.1","-6.9%","3,293.9","-22.8%","6.4","22.3","60.6","401.8","845","2,356.4","92.5","-33.9%","73.4%","-14.4%","-7.5%","-28.2%","-19.9%","-37.5%"
"Dorchester County","1984","30,863","0","3","18","97","215","711","38","1,082","-8.8%","118","10.9%","-23.4%","964","89.1%","-6.7%","3,505.8","-7.4%","382.3","-22.1%","3,123.5","-5.2%","0","9.7","58.3","314.3","696.6","2,303.7","123.1","-100%","-56.5%","-3.7%","-21.8%","-17.6%","-2.2%","33.1%"
"Dorchester County","1985","30,194","2","6","29","132","258","784","30","1,241","14.7%","169","13.6%","43.2%","1,072","86.4%","11.2%","4,110.1","17.2%","559.7","46.4%","3,550.4","13.7%","6.6","19.9","96","437.2","854.5","2,596.5","99.4","662.4%","104.4%","64.7%","39.1%","22.7%","12.7%","-19.3%"
"Dorchester County","1986","30,693","2","13","30","133","342","766","44","1,330","7.2%","178","13.4%","5.3%","1,152","86.6%","7.5%","4,333.2","5.4%","579.9","3.6%","3,753.3","5.7%","6.5","42.4","97.7","433.3","1,114.3","2,495.7","143.4","-1.6%","113.1%","1.8%","-0.9%","30.4%","-3.9%","44.3%"
"Dorchester County","1987","30,380","4","10","36","154","349","744","46","1,343","1%","204","15.2%","14.6%","1,139","84.8%","-1.1%","4,420.7","2%","671.5","15.8%","3,749.2","-0.1%","13.2","32.9","118.5","506.9","1,148.8","2,449","151.4","102.1%","-22.3%","21.2%","17%","3.1%","-1.9%","5.6%"
"Dorchester County","1988","30,621","1","10","36","159","384","774","47","1,411","5.1%","206","14.6%","1%","1,205","85.4%","5.8%","4,607.9","4.2%","672.7","0.2%","3,935.2","5%","3.3","32.7","117.6","519.3","1,254","2,527.7","153.5","-75.2%","-0.8%","-0.8%","2.4%","9.2%","3.2%","1.4%"
"Dorchester County","1989","30,875","4","17","36","178","383","861","45","1,524","8%","235","15.4%","14.1%","1,289","84.6%","7%","4,936","7.1%","761.1","13.1%","4,174.9","6.1%","13","55.1","116.6","576.5","1,240.5","2,788.7","145.7","296.7%","68.6%","-0.8%","11%","-1.1%","10.3%","-5%"
"Dorchester County","1990","30,236","5","20","25","191","284","650","57","1,232","-19.2%","241","19.6%","2.6%","991","80.4%","-23.1%","4,074.6","-17.5%","797.1","4.7%","3,277.5","-21.5%","16.5","66.1","82.7","631.7","939.3","2,149.8","188.5","27.6%","20.1%","-29.1%","9.6%","-24.3%","-22.9%","29.3%"
"Dorchester County","1991","30,732","1","11","27","185","305","746","45","1,320","7.1%","224","17%","-7.1%","1,096","83%","10.6%","4,295.2","5.4%","728.9","-8.6%","3,566.3","8.8%","3.3","35.8","87.9","602","992.5","2,427.4","146.4","-80.3%","-45.9%","6.3%","-4.7%","5.7%","12.9%","-22.3%"
"Dorchester County","1992","31,034","0","15","26","176","333","815","54","1,419","7.5%","217","15.3%","-3.1%","1,202","84.7%","9.7%","4,572.4","6.5%","699.2","-4.1%","3,873.2","8.6%","0","48.3","83.8","567.1","1,073","2,626.2","174","-100%","35%","-4.6%","-5.8%","8.1%","8.2%","18.8%"
"Dorchester County","1993","30,487","2","13","16","228","361","875","55","1,550","9.2%","259","16.7%","19.4%","1,291","83.3%","7.4%","5,084.1","11.2%","849.5","21.5%","4,234.6","9.3%","6.6","42.6","52.5","747.9","1,184.1","2,870.1","180.4","656%","-11.8%","-37.4%","31.9%","10.4%","9.3%","3.7%"
"Dorchester County","1994","30,737","0","8","23","167","329","834","47","1,408","-9.2%","198","14.1%","-23.6%","1,210","85.9%","-6.3%","4,580.8","-9.9%","644.2","-24.2%","3,936.6","-7%","0","26","74.8","543.3","1,070.4","2,713.3","152.9","-100%","-39%","42.6%","-27.4%","-9.6%","-5.5%","-15.2%"
"Dorchester County","1995","30,640","2","19","41","198","255","743","68","1,326","-5.8%","260","19.6%","31.3%","1,066","80.4%","-11.9%","4,327.7","-5.5%","848.6","31.7%","3,479.1","-11.6%","6.5","62","133.8","646.2","832.2","2,424.9","221.9","652.7%","138.3%","78.8%","18.9%","-22.2%","-10.6%","45.1%"
"Dorchester County","1996","30,820","0","15","32","154","305","873","74","1,453","9.6%","201","13.8%","-22.7%","1,252","86.2%","17.4%","4,714.5","8.9%","652.2","-23.1%","4,062.3","16.8%","0","48.7","103.8","499.7","989.6","2,832.6","240.1","-100%","-21.5%","-22.4%","-22.7%","18.9%","16.8%","8.2%"
"Dorchester County","1997","30,952","1","20","27","169","247","930","66","1,460","0.5%","217","14.9%","8%","1,243","85.1%","-0.7%","4,717","0.1%","701.1","7.5%","4,015.9","-1.1%","3.2","64.6","87.2","546","798","3,004.7","213.2","323.1%","32.8%","-16%","9.3%","-19.4%","6.1%","-11.2%"
"Dorchester County","1998","30,134","2","9","21","157","203","612","37","1,041","-28.7%","189","18.2%","-12.9%","852","81.8%","-31.5%","3,454.6","-26.8%","627.2","-10.5%","2,827.4","-29.6%","6.6","29.9","69.7","521","673.7","2,030.9","122.8","105.4%","-53.8%","-20.1%","-4.6%","-15.6%","-32.4%","-42.4%"
"Dorchester County","1999","29,715","5","7","30","157","271","645","53","1,168","12.2%","199","17%","5.3%","969","83%","13.7%","3,930.7","13.8%","669.7","6.8%","3,261","15.3%","16.8","23.6","101","528.4","912","2,170.6","178.4","153.5%","-21.1%","44.9%","1.4%","35.4%","6.9%","45.3%"
"Dorchester County","2000","30,674","0","8","17","157","233","747","43","1,205","3.2%","182","15.1%","-8.5%","1,023","84.9%","5.6%","3,928.4","-0.1%","593.3","-11.4%","3,335.1","2.3%","0","26.1","55.4","511.8","759.6","2,435.3","140.2","-100%","10.7%","-45.1%","-3.1%","-16.7%","12.2%","-21.4%"
"Dorchester County","2001","31,130","2","8","22","173","224","736","58","1,223","1.5%","205","16.8%","12.6%","1,018","83.2%","-0.5%","3,928.7","0%","658.5","11%","3,270.2","-1.9%","6.4","25.7","70.7","555.7","719.6","2,364.3","186.3","642.5%","-1.5%","27.5%","8.6%","-5.3%","-2.9%","32.9%"
"Dorchester County","2002","31,610","4","11","28","169","220","810","79","1,321","8%","212","16%","3.4%","1,109","84%","8.9%","4,179.1","6.4%","670.7","1.8%","3,508.4","7.3%","12.7","34.8","88.6","534.6","696","2,562.5","249.9","97%","35.4%","25.3%","-3.8%","-3.3%","8.4%","34.1%"
"Dorchester County","2003","30,734","2","12","23","113","197","758","74","1,179","-10.7%","150","12.7%","-29.2%","1,029","87.3%","-7.2%","3,836.1","-8.2%","488.1","-27.2%","3,348.1","-4.6%","6.5","39","74.8","367.7","641","2,466.3","240.8","-48.6%","12.2%","-15.5%","-31.2%","-7.9%","-3.8%","-3.7%"
"Dorchester County","2004","30,885","3","10","15","109","261","799","92","1,289","9.3%","137","10.6%","-8.7%","1,152","89.4%","12%","4,173.5","8.8%","443.6","-9.1%","3,730","11.4%","9.7","32.4","48.6","352.9","845.1","2,587","297.9","49.3%","-17.1%","-35.1%","-4%","31.8%","4.9%","23.7%"
"Dorchester County","2005","31,147","0","9","43","122","229","840","77","1,320","2.4%","174","13.2%","27%","1,146","86.8%","-0.5%","4,238","1.5%","558.6","25.9%","3,679.3","-1.4%","0","28.9","138.1","391.7","735.2","2,696.9","247.2","-100%","-10.8%","184.3%","11%","-13%","4.2%","-17%"
"Dorchester County","2006","31,487","1","7","32","141","338","901","89","1,509","14.3%","181","12%","4%","1,328","88%","15.9%","4,792.5","13.1%","574.8","2.9%","4,217.6","14.6%","3.2","22.2","101.6","447.8","1,073.5","2,861.5","282.7","317.6%","-23.1%","-26.4%","14.3%","46%","6.1%","14.3%"
"Dorchester County","2007","31,500","5","5","49","101","265","871","56","1,352","-10.4%","160","11.8%","-11.6%","1,192","88.2%","-10.2%","4,292.1","-10.4%","507.9","-11.6%","3,784.1","-10.3%","15.9","15.9","155.6","320.6","841.3","2,765.1","177.8","399.8%","-28.6%","53.1%","-28.4%","-21.6%","-3.4%","-37.1%"
"Dorchester County","2008","31,780","1","12","50","124","400","762","61","1,410","4.3%","187","13.3%","16.9%","1,223","86.7%","2.6%","4,436.8","3.4%","588.4","15.8%","3,848.3","1.7%","3.1","37.8","157.3","390.2","1,258.7","2,397.7","191.9","-80.2%","137.9%","1.1%","21.7%","49.6%","-13.3%","8%"
"Dorchester County","2009","32,317","0","11","28","144","253","681","26","1,143","-18.9%","183","16%","-2.1%","960","84%","-21.5%","3,536.8","-20.3%","566.3","-3.8%","2,970.6","-22.8%","0","34","86.6","445.6","782.9","2,107.3","80.5","-100%","-9.9%","-44.9%","14.2%","-37.8%","-12.1%","-58.1%"
"Dorchester County","2010","32,376","1","9","54","124","242","720","38","1,188","3.9%","188","15.8%","2.7%","1,000","84.2%","4.2%","3,669.4","3.7%","580.7","2.5%","3,088.7","4%","3.1","27.8","166.8","383","747.5","2,223.9","117.4","308.9%","-18.3%","92.5%","-14%","-4.5%","5.5%","45.9%"
"Dorchester County","2011","32,927","1","10","21","110","271","825","48","1,286","8.2%","142","11%","-24.5%","1,144","89%","14.4%","3,905.6","6.4%","431.3","-25.7%","3,474.4","12.5%","3","30.4","63.8","334.1","823","2,505.5","145.8","-1.7%","9.3%","-61.8%","-12.8%","10.1%","12.7%","24.2%"
"Dorchester County","2012","32,955","1","15","35","114","296","799","49","1,309","1.8%","165","12.6%","16.2%","1,144","87.4%","0%","3,972.1","1.7%","500.7","16.1%","3,471.4","-0.1%","3","45.5","106.2","345.9","898.2","2,424.5","148.7","-0.1%","49.9%","66.5%","3.5%","9.1%","-3.2%","2%"
"Dorchester County","2013","32,578","0","6","36","108","188","763","19","1,120","-14.4%","150","13.4%","-9.1%","970","86.6%","-15.2%","3,437.9","-13.4%","460.4","-8%","2,977.5","-14.2%","0","18.4","110.5","331.5","577.1","2,342.1","58.3","-100%","-59.5%","4%","-4.2%","-35.8%","-3.4%","-60.8%"
"Dorchester County","2014","32,717","3","7","22","110","209","838","42","1,231","9.9%","142","11.5%","-5.3%","1,089","88.5%","12.3%","3,762.6","9.4%","434","-5.7%","3,328.5","11.8%","9.2","21.4","67.2","336.2","638.8","2,561.4","128.4","917%","16.2%","-39.1%","1.4%","10.7%","9.4%","120.1%"
"Dorchester County","2015","32,453","1","12","39","135","219","909","51","1,366","11%","187","13.7%","31.7%","1,179","86.3%","8.3%","4,209.2","11.9%","576.2","32.8%","3,632.9","9.1%","3.1","37","120.2","416","674.8","2,801","157.2","-66.4%","72.8%","78.7%","23.7%","5.6%","9.4%","22.4%"
"Dorchester County","2016","32,143","4","12","30","108","214","695","41","1,104","-19.2%","154","13.9%","-17.6%","950","86.1%","-19.4%","3,434.7","-18.4%","479.1","-16.9%","2,955.5","-18.6%","12.4","37.3","93.3","336","665.8","2,162.2","127.6","303.9%","1%","-22.3%","-19.2%","-1.3%","-22.8%","-18.8%"
"Dorchester County","2017","32,174","0","4","33","149","274","877","70","1,407","27.4%","186","13.2%","20.8%","1,221","86.8%","28.5%","4,373.1","27.3%","578.1","20.7%","3,795","28.4%","0","12.4","102.6","463.1","851.6","2,725.8","217.6","-100%","-66.7%","9.9%","37.8%","27.9%","26.1%","70.6%"
"Dorchester County","2018","31,832","1","5","29","123","205","604","25","992","-29.5%","158","15.9%","-15.1%","834","84.1%","-31.7%","3,116.4","-28.7%","496.4","-14.1%","2,620","-31%","3.1","15.7","91.1","386.4","644","1,897.5","78.5","314.1%","26.3%","-11.2%","-16.6%","-24.4%","-30.4%","-63.9%"
"Dorchester County","2019","31,754","2","12","21","101","175","673","29","1,013","2.1%","136","13.4%","-13.9%","877","86.6%","5.2%","3,190.1","2.4%","428.3","-13.7%","2,761.9","5.4%","6.3","37.8","66.1","318.1","551.1","2,119.4","91.3","100.5%","140.6%","-27.4%","-17.7%","-14.4%","11.7%","16.3%"
"Dorchester County","2020","31,742","3","7","35","162","131","579","65","982","-3.1%","207","21.1%","52.2%","775","78.9%","-11.6%","3,093.7","-3%","652.1","52.3%","2,441.6","-11.6%","9.5","22.1","110.3","510.4","412.7","1,824.1","204.8","50.1%","-41.6%","66.7%","60.5%","-25.1%","-13.9%","124.2%"
"Frederick County","1975","93,504","4","12","66","203","702","1,819","150","2,956",,"285","9.6%",,"2,671","90.4%",,"3,161.4",,"304.8",,"2,856.6",,"4.3","12.8","70.6","217.1","750.8","1,945.4","160.4",,,,,,,
"Frederick County","1976","97,068","8","8","40","196","846","2,306","117","3,521","19.1%","252","7.2%","-11.6%","3,269","92.8%","22.4%","3,627.4","14.7%","259.6","-14.8%","3,367.7","17.9%","8.2","8.2","41.2","201.9","871.6","2,375.7","120.5","92.7%","-35.8%","-41.6%","-7%","16.1%","22.1%","-24.9%"
"Frederick County","1977","99,538","4","18","75","204","867","1,995","143","3,306","-6.1%","301","9.1%","19.4%","3,005","90.9%","-8.1%","3,321.3","-8.4%","302.4","16.5%","3,018.9","-10.4%","4","18.1","75.3","204.9","871","2,004.3","143.7","-51.2%","119.4%","82.8%","1.5%","-0.1%","-15.6%","19.2%"
"Frederick County","1978","103,748","4","17","70","237","909","2,073","138","3,448","4.3%","328","9.5%","9%","3,120","90.5%","3.8%","3,323.4","0.1%","316.2","4.5%","3,007.3","-0.4%","3.9","16.4","67.5","228.4","876.2","1,998.1","133","-4.1%","-9.4%","-10.5%","11.5%","0.6%","-0.3%","-7.4%"
"Frederick County","1979","108,064","4","20","72","297","1,024","2,533","155","4,105","19.1%","393","9.6%","19.8%","3,712","90.4%","19%","3,798.7","14.3%","363.7","15%","3,435","14.2%","3.7","18.5","66.6","274.8","947.6","2,344","143.4","-4%","12.9%","-1.3%","20.3%","8.2%","17.3%","7.8%"
